Model,Training set size (s),replicate_num,Window Size,variable,value,Post-processing,Metric
TweetyNet,1800.0,3,176,recall,96.39649391174316,False,Recall (%)
TweetyNet,1800.0,4,176,recall,95.29440999031068,False,Recall (%)
TweetyNet,1800.0,5,176,recall,95.57419419288637,False,Recall (%)
TweetyNet,1800.0,1,1000,recall,96.19455337524414,False,Recall (%)
TweetyNet,1800.0,2,1000,recall,94.0552532672882,False,Recall (%)
TweetyNet,1800.0,3,1000,recall,96.5093731880188,False,Recall (%)
TweetyNet,1800.0,4,1000,recall,93.59842538833618,False,Recall (%)
TweetyNet,1800.0,5,1000,recall,96.3254451751709,False,Recall (%)
TweetyNet,1800.0,1,2000,recall,96.1001753807068,False,Recall (%)
TweetyNet,1800.0,2,2000,recall,96.35988473892212,False,Recall (%)
TweetyNet,1800.0,3,2000,recall,95.8825945854187,False,Recall (%)
TweetyNet,1800.0,4,2000,recall,95.45661807060242,False,Recall (%)
TweetyNet,1800.0,5,2000,recall,96.02243304252625,False,Recall (%)
TweetyNet,1800.0,1,4000,recall,95.85312008857728,False,Recall (%)
TweetyNet,1800.0,2,4000,recall,95.56799530982973,False,Recall (%)
TweetyNet,1800.0,3,4000,recall,96.49229645729064,False,Recall (%)
TweetyNet,1800.0,4,4000,recall,96.28198742866516,False,Recall (%)
TweetyNet,1800.0,5,4000,recall,96.31228446960448,False,Recall (%)
TemporalConvNet,1800.0,1,64,recall,95.97891569137572,False,Recall (%)
TemporalConvNet,1800.0,2,64,recall,96.83326482772829,False,Recall (%)
TemporalConvNet,1800.0,3,64,recall,96.30165696144104,False,Recall (%)
TemporalConvNet,1800.0,4,64,recall,94.9528157711029,False,Recall (%)
TemporalConvNet,1800.0,5,64,recall,95.71831226348876,False,Recall (%)
TemporalConvNet,1800.0,1,176,recall,96.36770486831664,False,Recall (%)
TemporalConvNet,1800.0,2,176,recall,96.44933938980104,False,Recall (%)
TemporalConvNet,1800.0,3,176,recall,97.14221358299257,False,Recall (%)
TemporalConvNet,1800.0,4,176,recall,96.3287115097046,False,Recall (%)
TemporalConvNet,1800.0,5,176,recall,95.07898688316344,False,Recall (%)
TemporalConvNet,1800.0,1,1000,recall,96.91020846366882,False,Recall (%)
TemporalConvNet,1800.0,2,1000,recall,97.11182713508606,False,Recall (%)
TemporalConvNet,1800.0,3,1000,recall,96.74584269523619,False,Recall (%)
TemporalConvNet,1800.0,4,1000,recall,96.58355116844176,False,Recall (%)
TemporalConvNet,1800.0,5,1000,recall,96.83120846748352,False,Recall (%)
TemporalConvNet,1800.0,1,2000,recall,96.9703733921051,False,Recall (%)
TemporalConvNet,1800.0,2,2000,recall,97.32568860054016,False,Recall (%)
TemporalConvNet,1800.0,3,2000,recall,97.37130999565125,False,Recall (%)
TemporalConvNet,1800.0,4,2000,recall,97.26109504699708,False,Recall (%)
TemporalConvNet,1800.0,5,2000,recall,97.16536402702332,False,Recall (%)
TemporalConvNet,1800.0,1,4000,recall,97.07463979721068,False,Recall (%)
TemporalConvNet,1800.0,2,4000,recall,97.02245593070984,False,Recall (%)
TemporalConvNet,1800.0,3,4000,recall,97.21974730491638,False,Recall (%)
TemporalConvNet,1800.0,4,4000,recall,97.0421552658081,False,Recall (%)
TemporalConvNet,1800.0,5,4000,recall,96.76386713981628,False,Recall (%)
ConvTemporalConvNet,1800.0,1,64,recall,94.6712613105774,False,Recall (%)
ConvTemporalConvNet,1800.0,2,64,recall,94.98609304428099,False,Recall (%)
ConvTemporalConvNet,1800.0,3,64,recall,95.01076936721802,False,Recall (%)
ConvTemporalConvNet,1800.0,4,64,recall,91.46185517311096,False,Recall (%)
ConvTemporalConvNet,1800.0,5,64,recall,96.3680863380432,False,Recall (%)
ConvTemporalConvNet,1800.0,1,176,recall,96.5170919895172,False,Recall (%)
ConvTemporalConvNet,1800.0,2,176,recall,96.21353149414062,False,Recall (%)
ConvTemporalConvNet,1800.0,3,176,recall,95.21481990814208,False,Recall (%)
ConvTemporalConvNet,1800.0,4,176,recall,96.18613719940186,False,Recall (%)
ConvTemporalConvNet,1800.0,5,176,recall,97.08649516105652,False,Recall (%)
ConvTemporalConvNet,1800.0,1,1000,recall,97.17227816581726,False,Recall (%)
ConvTemporalConvNet,1800.0,2,1000,recall,97.2088098526001,False,Recall (%)
ConvTemporalConvNet,1800.0,3,1000,recall,96.94840908050536,False,Recall (%)
ConvTemporalConvNet,1800.0,4,1000,recall,97.1916913986206,False,Recall (%)
ConvTemporalConvNet,1800.0,5,1000,recall,97.12459444999696,False,Recall (%)
ConvTemporalConvNet,1800.0,1,2000,recall,97.01687097549438,False,Recall (%)
ConvTemporalConvNet,1800.0,2,2000,recall,96.74419164657591,False,Recall (%)
ConvTemporalConvNet,1800.0,3,2000,recall,97.07111120224,False,Recall (%)
ConvTemporalConvNet,1800.0,4,2000,recall,97.2253680229187,False,Recall (%)
ConvTemporalConvNet,1800.0,5,2000,recall,95.7108199596405,False,Recall (%)
ConvTemporalConvNet,1800.0,1,4000,recall,95.92762589454652,False,Recall (%)
ConvTemporalConvNet,1800.0,2,4000,recall,97.18408584594728,False,Recall (%)
ConvTemporalConvNet,1800.0,3,4000,recall,97.46318459510805,False,Recall (%)
ConvTemporalConvNet,1800.0,4,4000,recall,97.23761081695555,False,Recall (%)
ConvTemporalConvNet,1800.0,5,4000,recall,96.6070592403412,False,Recall (%)
TweetyNet,1800.0,1,64,recall_tfm,93.76074075698853,True,Recall (%)
TweetyNet,1800.0,2,64,recall_tfm,94.30089592933656,True,Recall (%)
TweetyNet,1800.0,3,64,recall_tfm,92.52930879592896,True,Recall (%)
TweetyNet,1800.0,4,64,recall_tfm,93.30663681030272,True,Recall (%)
TweetyNet,1800.0,5,64,recall_tfm,93.93796920776369,True,Recall (%)
TweetyNet,1800.0,1,176,recall_tfm,95.62857747077942,True,Recall (%)
TweetyNet,1800.0,2,176,recall_tfm,94.69223618507384,True,Recall (%)
TweetyNet,1800.0,3,176,recall_tfm,95.67972421646118,True,Recall (%)
TweetyNet,1800.0,4,176,recall_tfm,94.57719922065736,True,Recall (%)
TweetyNet,1800.0,5,176,recall_tfm,94.89030241966248,True,Recall (%)
TweetyNet,1800.0,1,1000,recall_tfm,95.72114944458008,True,Recall (%)
TweetyNet,1800.0,2,1000,recall_tfm,93.86072754859924,True,Recall (%)
TweetyNet,1800.0,3,1000,recall_tfm,96.06277942657472,True,Recall (%)
TweetyNet,1800.0,4,1000,recall_tfm,93.2241678237915,True,Recall (%)
TweetyNet,1800.0,5,1000,recall_tfm,95.90983986854552,True,Recall (%)
TweetyNet,1800.0,1,2000,recall_tfm,95.64781785011292,True,Recall (%)
TweetyNet,1800.0,2,2000,recall_tfm,95.83974480628969,True,Recall (%)
TweetyNet,1800.0,3,2000,recall_tfm,95.26784420013428,True,Recall (%)
TweetyNet,1800.0,4,2000,recall_tfm,95.09009718894958,True,Recall (%)
TweetyNet,1800.0,5,2000,recall_tfm,95.43543457984924,True,Recall (%)
TweetyNet,1800.0,1,4000,recall_tfm,95.5229640007019,True,Recall (%)
TweetyNet,1800.0,2,4000,recall_tfm,95.31607627868652,True,Recall (%)
TweetyNet,1800.0,3,4000,recall_tfm,96.07908129692078,True,Recall (%)
TweetyNet,1800.0,4,4000,recall_tfm,95.99114656448364,True,Recall (%)
TweetyNet,1800.0,5,4000,recall_tfm,95.96738815307616,True,Recall (%)
TemporalConvNet,1800.0,1,64,recall_tfm,94.68680024147034,True,Recall (%)
TemporalConvNet,1800.0,2,64,recall_tfm,95.68406343460084,True,Recall (%)
TemporalConvNet,1800.0,3,64,recall_tfm,95.00480890274048,True,Recall (%)
TemporalConvNet,1800.0,4,64,recall_tfm,93.65642070770264,True,Recall (%)
TemporalConvNet,1800.0,5,64,recall_tfm,94.42862272262572,True,Recall (%)
TemporalConvNet,1800.0,1,176,recall_tfm,95.29076218605042,True,Recall (%)
TemporalConvNet,1800.0,2,176,recall_tfm,95.51174640655518,True,Recall (%)
TemporalConvNet,1800.0,3,176,recall_tfm,96.31858468055724,True,Recall (%)
TemporalConvNet,1800.0,4,176,recall_tfm,95.21831274032591,True,Recall (%)
TemporalConvNet,1800.0,5,176,recall_tfm,93.855881690979,True,Recall (%)
TemporalConvNet,1800.0,1,1000,recall_tfm,96.3046371936798,True,Recall (%)
TemporalConvNet,1800.0,2,1000,recall_tfm,96.32319808006288,True,Recall (%)
TemporalConvNet,1800.0,3,1000,recall_tfm,96.06473445892334,True,Recall (%)
TemporalConvNet,1800.0,4,1000,recall_tfm,95.70594429969788,True,Recall (%)
TemporalConvNet,1800.0,5,1000,recall_tfm,96.01994156837465,True,Recall (%)
TemporalConvNet,1800.0,1,2000,recall_tfm,96.2909460067749,True,Recall (%)
TemporalConvNet,1800.0,2,2000,recall_tfm,96.592777967453,True,Recall (%)
TemporalConvNet,1800.0,3,2000,recall_tfm,96.63847088813782,True,Recall (%)
TemporalConvNet,1800.0,4,2000,recall_tfm,96.49643301963806,True,Recall (%)
TemporalConvNet,1800.0,5,2000,recall_tfm,96.42572999000548,True,Recall (%)
TemporalConvNet,1800.0,1,4000,recall_tfm,96.49002552032472,True,Recall (%)
TemporalConvNet,1800.0,2,4000,recall_tfm,96.35683298110962,True,Recall (%)
TemporalConvNet,1800.0,3,4000,recall_tfm,96.4698076248169,True,Recall (%)
TemporalConvNet,1800.0,4,4000,recall_tfm,96.2948441505432,True,Recall (%)
TemporalConvNet,1800.0,5,4000,recall_tfm,95.86575031280518,True,Recall (%)
ConvTemporalConvNet,1800.0,1,64,recall_tfm,93.88763904571532,True,Recall (%)
ConvTemporalConvNet,1800.0,2,64,recall_tfm,94.26878094673155,True,Recall (%)
ConvTemporalConvNet,1800.0,3,64,recall_tfm,94.10625100135805,True,Recall (%)
ConvTemporalConvNet,1800.0,4,64,recall_tfm,90.27059078216551,True,Recall (%)
ConvTemporalConvNet,1800.0,5,64,recall_tfm,95.44864892959596,True,Recall (%)
ConvTemporalConvNet,1800.0,1,176,recall_tfm,95.93662023544312,True,Recall (%)
ConvTemporalConvNet,1800.0,2,176,recall_tfm,95.55733799934389,True,Recall (%)
ConvTemporalConvNet,1800.0,3,176,recall_tfm,94.59837079048155,True,Recall (%)
ConvTemporalConvNet,1800.0,4,176,recall_tfm,95.71173191070555,True,Recall (%)
ConvTemporalConvNet,1800.0,5,176,recall_tfm,96.4521586894989,True,Recall (%)
ConvTemporalConvNet,1800.0,1,1000,recall_tfm,96.65088057518004,True,Recall (%)
ConvTemporalConvNet,1800.0,2,1000,recall_tfm,96.67488932609558,True,Recall (%)
ConvTemporalConvNet,1800.0,3,1000,recall_tfm,96.308696269989,True,Recall (%)
ConvTemporalConvNet,1800.0,4,1000,recall_tfm,96.77267670631407,True,Recall (%)
ConvTemporalConvNet,1800.0,5,1000,recall_tfm,96.53218388557434,True,Recall (%)
ConvTemporalConvNet,1800.0,1,2000,recall_tfm,96.43790125846864,True,Recall (%)
ConvTemporalConvNet,1800.0,2,2000,recall_tfm,96.17815613746644,True,Recall (%)
ConvTemporalConvNet,1800.0,3,2000,recall_tfm,96.40231728553772,True,Recall (%)
ConvTemporalConvNet,1800.0,4,2000,recall_tfm,96.47496938705444,True,Recall (%)
ConvTemporalConvNet,1800.0,5,2000,recall_tfm,95.37270665168762,True,Recall (%)
ConvTemporalConvNet,1800.0,1,4000,recall_tfm,95.56399583816528,True,Recall (%)
ConvTemporalConvNet,1800.0,2,4000,recall_tfm,96.856689453125,True,Recall (%)
ConvTemporalConvNet,1800.0,3,4000,recall_tfm,96.75808548927309,True,Recall (%)
ConvTemporalConvNet,1800.0,4,4000,recall_tfm,96.7284381389618,True,Recall (%)
ConvTemporalConvNet,1800.0,5,4000,recall_tfm,96.12722396850586,True,Recall (%)
TweetyNet,1800.0,1,64,fscore,85.42622923851013,False,$F$-score (%)
TweetyNet,1800.0,2,64,fscore,86.53897047042847,False,$F$-score (%)
TweetyNet,1800.0,3,64,fscore,84.91392135620117,False,$F$-score (%)
TweetyNet,1800.0,4,64,fscore,84.52115058898926,False,$F$-score (%)
TweetyNet,1800.0,5,64,fscore,85.91089248657227,False,$F$-score (%)
TweetyNet,1800.0,1,176,fscore,92.36772060394289,False,$F$-score (%)
TweetyNet,1800.0,2,176,fscore,91.10733270645142,False,$F$-score (%)
TweetyNet,1800.0,3,176,fscore,91.97556376457214,False,$F$-score (%)
TweetyNet,1800.0,4,176,fscore,90.07633328437804,False,$F$-score (%)
TweetyNet,1800.0,5,176,fscore,91.3809299468994,False,$F$-score (%)
TweetyNet,1800.0,1,1000,fscore,93.22066307067873,False,$F$-score (%)
TweetyNet,1800.0,2,1000,fscore,90.52714109420776,False,$F$-score (%)
TweetyNet,1800.0,3,1000,fscore,94.27970051765442,False,$F$-score (%)
TweetyNet,1800.0,4,1000,fscore,90.38163423538208,False,$F$-score (%)
TweetyNet,1800.0,5,1000,fscore,93.53624582290648,False,$F$-score (%)
TweetyNet,1800.0,1,2000,fscore,94.51000094413756,False,$F$-score (%)
TweetyNet,1800.0,2,2000,fscore,94.05854940414427,False,$F$-score (%)
TweetyNet,1800.0,3,2000,fscore,93.1437849998474,False,$F$-score (%)
TweetyNet,1800.0,4,2000,fscore,93.11783909797668,False,$F$-score (%)
TweetyNet,1800.0,5,2000,fscore,92.15393662452698,False,$F$-score (%)
TweetyNet,1800.0,1,4000,fscore,93.7483012676239,False,$F$-score (%)
TweetyNet,1800.0,2,4000,fscore,93.72352361679076,False,$F$-score (%)
TweetyNet,1800.0,3,4000,fscore,94.296795129776,False,$F$-score (%)
TweetyNet,1800.0,4,4000,fscore,94.88019943237303,False,$F$-score (%)
TweetyNet,1800.0,5,4000,fscore,94.9051320552826,False,$F$-score (%)
TemporalConvNet,1800.0,1,64,fscore,73.13772439956665,False,$F$-score (%)
TemporalConvNet,1800.0,2,64,fscore,75.31366348266602,False,$F$-score (%)
TemporalConvNet,1800.0,3,64,fscore,73.80064725875854,False,$F$-score (%)
TemporalConvNet,1800.0,4,64,fscore,70.23411393165588,False,$F$-score (%)
TemporalConvNet,1800.0,5,64,fscore,69.58969235420227,False,$F$-score (%)
TemporalConvNet,1800.0,1,176,fscore,81.4931571483612,False,$F$-score (%)
TemporalConvNet,1800.0,2,176,fscore,81.32526874542236,False,$F$-score (%)
TemporalConvNet,1800.0,3,176,fscore,83.01186561584473,False,$F$-score (%)
TemporalConvNet,1800.0,4,176,fscore,81.42473697662354,False,$F$-score (%)
TemporalConvNet,1800.0,5,176,fscore,78.892582654953,False,$F$-score (%)
TemporalConvNet,1800.0,1,1000,fscore,89.86197113990784,False,$F$-score (%)
TemporalConvNet,1800.0,2,1000,fscore,89.0285074710846,False,$F$-score (%)
TemporalConvNet,1800.0,3,1000,fscore,89.59365487098694,False,$F$-score (%)
TemporalConvNet,1800.0,4,1000,fscore,87.90804147720337,False,$F$-score (%)
TemporalConvNet,1800.0,5,1000,fscore,88.04486393928528,False,$F$-score (%)
TemporalConvNet,1800.0,1,2000,fscore,90.79812169075012,False,$F$-score (%)
TemporalConvNet,1800.0,2,2000,fscore,90.24556875228882,False,$F$-score (%)
TemporalConvNet,1800.0,3,2000,fscore,90.8974826335907,False,$F$-score (%)
TemporalConvNet,1800.0,4,2000,fscore,90.5518352985382,False,$F$-score (%)
TemporalConvNet,1800.0,5,2000,fscore,90.12887477874756,False,$F$-score (%)
TemporalConvNet,1800.0,1,4000,fscore,91.04154706001282,False,$F$-score (%)
TemporalConvNet,1800.0,2,4000,fscore,90.14768004417421,False,$F$-score (%)
TemporalConvNet,1800.0,3,4000,fscore,91.61475300788881,False,$F$-score (%)
TemporalConvNet,1800.0,4,4000,fscore,91.11063480377196,False,$F$-score (%)
TemporalConvNet,1800.0,5,4000,fscore,90.40768146514891,False,$F$-score (%)
ConvTemporalConvNet,1800.0,1,64,fscore,77.7238667011261,False,$F$-score (%)
ConvTemporalConvNet,1800.0,2,64,fscore,77.35176086425781,False,$F$-score (%)
ConvTemporalConvNet,1800.0,3,64,fscore,78.54623794555664,False,$F$-score (%)
ConvTemporalConvNet,1800.0,4,64,fscore,74.52185153961182,False,$F$-score (%)
ConvTemporalConvNet,1800.0,5,64,fscore,82.09108114242554,False,$F$-score (%)
ConvTemporalConvNet,1800.0,1,176,fscore,87.8730833530426,False,$F$-score (%)
ConvTemporalConvNet,1800.0,2,176,fscore,86.90473437309265,False,$F$-score (%)
ConvTemporalConvNet,1800.0,3,176,fscore,85.98429560661316,False,$F$-score (%)
ConvTemporalConvNet,1800.0,4,176,fscore,84.4055712223053,False,$F$-score (%)
ConvTemporalConvNet,1800.0,5,176,fscore,88.7274980545044,False,$F$-score (%)
ConvTemporalConvNet,1800.0,1,1000,fscore,92.39283800125122,False,$F$-score (%)
ConvTemporalConvNet,1800.0,2,1000,fscore,91.78881645202635,False,$F$-score (%)
ConvTemporalConvNet,1800.0,3,1000,fscore,91.6796088218689,False,$F$-score (%)
ConvTemporalConvNet,1800.0,4,1000,fscore,90.99999070167542,False,$F$-score (%)
ConvTemporalConvNet,1800.0,5,1000,fscore,91.84269905090332,False,$F$-score (%)
ConvTemporalConvNet,1800.0,1,2000,fscore,92.98285245895386,False,$F$-score (%)
ConvTemporalConvNet,1800.0,2,2000,fscore,92.14707016944884,False,$F$-score (%)
ConvTemporalConvNet,1800.0,3,2000,fscore,92.65477657318117,False,$F$-score (%)
ConvTemporalConvNet,1800.0,4,2000,fscore,92.78349876403807,False,$F$-score (%)
ConvTemporalConvNet,1800.0,5,2000,fscore,90.62041640281676,False,$F$-score (%)
ConvTemporalConvNet,1800.0,1,4000,fscore,92.98540353775024,False,$F$-score (%)
ConvTemporalConvNet,1800.0,2,4000,fscore,93.0553674697876,False,$F$-score (%)
ConvTemporalConvNet,1800.0,3,4000,fscore,93.12916994094847,False,$F$-score (%)
ConvTemporalConvNet,1800.0,4,4000,fscore,93.46234798431396,False,$F$-score (%)
ConvTemporalConvNet,1800.0,5,4000,fscore,92.23514199256896,False,$F$-score (%)
TweetyNet,1800.0,1,64,fscore_tfm,93.18593144416808,True,$F$-score (%)
TweetyNet,1800.0,2,64,fscore_tfm,93.41710209846495,True,$F$-score (%)
TweetyNet,1800.0,3,64,fscore_tfm,92.1211004257202,True,$F$-score (%)
TweetyNet,1800.0,4,64,fscore_tfm,92.7733302116394,True,$F$-score (%)
TweetyNet,1800.0,5,64,fscore_tfm,93.48184466362,True,$F$-score (%)
TweetyNet,1800.0,1,176,fscore_tfm,95.5133855342865,True,$F$-score (%)
TweetyNet,1800.0,2,176,fscore_tfm,94.4098949432373,True,$F$-score (%)
TweetyNet,1800.0,3,176,fscore_tfm,95.34142017364502,True,$F$-score (%)
TweetyNet,1800.0,4,176,fscore_tfm,94.28398609161376,True,$F$-score (%)
TweetyNet,1800.0,5,176,fscore_tfm,94.6219265460968,True,$F$-score (%)
TweetyNet,1800.0,1,1000,fscore_tfm,95.64072489738464,True,$F$-score (%)
TweetyNet,1800.0,2,1000,fscore_tfm,93.6823070049286,True,$F$-score (%)
TweetyNet,1800.0,3,1000,fscore_tfm,95.98292112350464,True,$F$-score (%)
TweetyNet,1800.0,4,1000,fscore_tfm,93.04661750793456,True,$F$-score (%)
TweetyNet,1800.0,5,1000,fscore_tfm,95.68272829055786,True,$F$-score (%)
TweetyNet,1800.0,1,2000,fscore_tfm,95.6726610660553,True,$F$-score (%)
TweetyNet,1800.0,2,2000,fscore_tfm,95.77797055244446,True,$F$-score (%)
TweetyNet,1800.0,3,2000,fscore_tfm,95.22746801376344,True,$F$-score (%)
TweetyNet,1800.0,4,2000,fscore_tfm,95.05783319473268,True,$F$-score (%)
TweetyNet,1800.0,5,2000,fscore_tfm,95.182603597641,True,$F$-score (%)
TweetyNet,1800.0,1,4000,fscore_tfm,95.58626413345335,True,$F$-score (%)
TweetyNet,1800.0,2,4000,fscore_tfm,95.32268047332764,True,$F$-score (%)
TweetyNet,1800.0,3,4000,fscore_tfm,95.94417810440063,True,$F$-score (%)
TweetyNet,1800.0,4,4000,fscore_tfm,95.97761631011964,True,$F$-score (%)
TweetyNet,1800.0,5,4000,fscore_tfm,95.9504246711731,True,$F$-score (%)
TemporalConvNet,1800.0,1,64,fscore_tfm,93.7232255935669,True,$F$-score (%)
TemporalConvNet,1800.0,2,64,fscore_tfm,94.64176893234252,True,$F$-score (%)
TemporalConvNet,1800.0,3,64,fscore_tfm,93.94055008888243,True,$F$-score (%)
TemporalConvNet,1800.0,4,64,fscore_tfm,92.25146174430849,True,$F$-score (%)
TemporalConvNet,1800.0,5,64,fscore_tfm,92.68061518669128,True,$F$-score (%)
TemporalConvNet,1800.0,1,176,fscore_tfm,94.5026397705078,True,$F$-score (%)
TemporalConvNet,1800.0,2,176,fscore_tfm,94.0962553024292,True,$F$-score (%)
TemporalConvNet,1800.0,3,176,fscore_tfm,95.25787830352785,True,$F$-score (%)
TemporalConvNet,1800.0,4,176,fscore_tfm,94.22121644020079,True,$F$-score (%)
TemporalConvNet,1800.0,5,176,fscore_tfm,92.41076111793518,True,$F$-score (%)
TemporalConvNet,1800.0,1,1000,fscore_tfm,95.89763879776,True,$F$-score (%)
TemporalConvNet,1800.0,2,1000,fscore_tfm,95.70916891098022,True,$F$-score (%)
TemporalConvNet,1800.0,3,1000,fscore_tfm,95.4901158809662,True,$F$-score (%)
TemporalConvNet,1800.0,4,1000,fscore_tfm,94.98276710510254,True,$F$-score (%)
TemporalConvNet,1800.0,5,1000,fscore_tfm,95.34106254577635,True,$F$-score (%)
TemporalConvNet,1800.0,1,2000,fscore_tfm,95.86021304130554,True,$F$-score (%)
TemporalConvNet,1800.0,2,2000,fscore_tfm,96.04318737983704,True,$F$-score (%)
TemporalConvNet,1800.0,3,2000,fscore_tfm,96.0950493812561,True,$F$-score (%)
TemporalConvNet,1800.0,4,2000,fscore_tfm,95.99376320838928,True,$F$-score (%)
TemporalConvNet,1800.0,5,2000,fscore_tfm,95.78474760055542,True,$F$-score (%)
TemporalConvNet,1800.0,1,4000,fscore_tfm,95.99573016166688,True,$F$-score (%)
TemporalConvNet,1800.0,2,4000,fscore_tfm,95.5683708190918,True,$F$-score (%)
TemporalConvNet,1800.0,3,4000,fscore_tfm,96.08632922172546,True,$F$-score (%)
TemporalConvNet,1800.0,4,4000,fscore_tfm,95.68755626678468,True,$F$-score (%)
TemporalConvNet,1800.0,5,4000,fscore_tfm,95.22964358329772,True,$F$-score (%)
ConvTemporalConvNet,1800.0,1,64,fscore_tfm,93.01051497459412,True,$F$-score (%)
ConvTemporalConvNet,1800.0,2,64,fscore_tfm,93.62199306488036,True,$F$-score (%)
ConvTemporalConvNet,1800.0,3,64,fscore_tfm,93.68351101875304,True,$F$-score (%)
ConvTemporalConvNet,1800.0,4,64,fscore_tfm,89.50802087783813,True,$F$-score (%)
ConvTemporalConvNet,1800.0,5,64,fscore_tfm,95.08777856826782,True,$F$-score (%)
ConvTemporalConvNet,1800.0,1,176,fscore_tfm,95.5489695072174,True,$F$-score (%)
ConvTemporalConvNet,1800.0,2,176,fscore_tfm,94.88441944122314,True,$F$-score (%)
ConvTemporalConvNet,1800.0,3,176,fscore_tfm,93.99823546409608,True,$F$-score (%)
ConvTemporalConvNet,1800.0,4,176,fscore_tfm,95.05922198295592,True,$F$-score (%)
ConvTemporalConvNet,1800.0,5,176,fscore_tfm,96.11732363700868,True,$F$-score (%)
ConvTemporalConvNet,1800.0,1,1000,fscore_tfm,96.48873209953308,True,$F$-score (%)
ConvTemporalConvNet,1800.0,2,1000,fscore_tfm,96.20846509933472,True,$F$-score (%)
ConvTemporalConvNet,1800.0,3,1000,fscore_tfm,96.14375829696657,True,$F$-score (%)
ConvTemporalConvNet,1800.0,4,1000,fscore_tfm,96.38551473617554,True,$F$-score (%)
ConvTemporalConvNet,1800.0,5,1000,fscore_tfm,96.16593718528748,True,$F$-score (%)
ConvTemporalConvNet,1800.0,1,2000,fscore_tfm,96.3302493095398,True,$F$-score (%)
ConvTemporalConvNet,1800.0,2,2000,fscore_tfm,95.89440822601318,True,$F$-score (%)
ConvTemporalConvNet,1800.0,3,2000,fscore_tfm,96.23403549194336,True,$F$-score (%)
ConvTemporalConvNet,1800.0,4,2000,fscore_tfm,96.3745892047882,True,$F$-score (%)
ConvTemporalConvNet,1800.0,5,2000,fscore_tfm,94.79576349258424,True,$F$-score (%)
ConvTemporalConvNet,1800.0,1,4000,fscore_tfm,95.51921486854552,True,$F$-score (%)
ConvTemporalConvNet,1800.0,2,4000,fscore_tfm,96.50667309761049,True,$F$-score (%)
ConvTemporalConvNet,1800.0,3,4000,fscore_tfm,96.61383628845216,True,$F$-score (%)
ConvTemporalConvNet,1800.0,4,4000,fscore_tfm,96.46320939064026,True,$F$-score (%)
ConvTemporalConvNet,1800.0,5,4000,fscore_tfm,95.75983285903932,True,$F$-score (%)
TweetyNet,1800.0,1,64,frame_error,2.4952888488769642,False,Frame Error (%)
TweetyNet,1800.0,2,64,frame_error,2.2754013538360596,False,Frame Error (%)
TweetyNet,1800.0,3,64,frame_error,2.7133524417877197,False,Frame Error (%)
TweetyNet,1800.0,4,64,frame_error,2.6768386363983154,False,Frame Error (%)
TweetyNet,1800.0,5,64,frame_error,2.4876534938812367,False,Frame Error (%)
TweetyNet,1800.0,1,176,frame_error,1.812613010406483,False,Frame Error (%)
TweetyNet,1800.0,2,176,frame_error,1.9143104553222767,False,Frame Error (%)
TweetyNet,1800.0,3,176,frame_error,1.7193377017974854,False,Frame Error (%)
TweetyNet,1800.0,4,176,frame_error,1.8864154815673828,False,Frame Error (%)
TweetyNet,1800.0,5,176,frame_error,1.8296599388122559,False,Frame Error (%)
TweetyNet,1800.0,1,1000,frame_error,1.6778290271759033,False,Frame Error (%)
TweetyNet,1800.0,2,1000,frame_error,2.145874500274658,False,Frame Error (%)
TweetyNet,1800.0,3,1000,frame_error,1.5588879585266002,False,Frame Error (%)
TweetyNet,1800.0,4,1000,frame_error,1.9097030162811168,False,Frame Error (%)
TweetyNet,1800.0,5,1000,frame_error,1.713031530380238,False,Frame Error (%)
TweetyNet,1800.0,1,2000,frame_error,1.5477955341339222,False,Frame Error (%)
TweetyNet,1800.0,2,2000,frame_error,1.5596270561218373,False,Frame Error (%)
TweetyNet,1800.0,3,2000,frame_error,1.6612052917480358,False,Frame Error (%)
TweetyNet,1800.0,4,2000,frame_error,1.6537427902221569,False,Frame Error (%)
TweetyNet,1800.0,5,2000,frame_error,1.8036246299743652,False,Frame Error (%)
TweetyNet,1800.0,1,4000,frame_error,1.6284942626953236,False,Frame Error (%)
TweetyNet,1800.0,2,4000,frame_error,1.6314387321472168,False,Frame Error (%)
TweetyNet,1800.0,3,4000,frame_error,1.5389084815979004,False,Frame Error (%)
TweetyNet,1800.0,4,4000,frame_error,1.5614092350005992,False,Frame Error (%)
TweetyNet,1800.0,5,4000,frame_error,1.5775501728057972,False,Frame Error (%)
TemporalConvNet,1800.0,1,64,frame_error,3.510725498199463,False,Frame Error (%)
TemporalConvNet,1800.0,2,64,frame_error,3.2386183738708385,False,Frame Error (%)
TemporalConvNet,1800.0,3,64,frame_error,3.3690810203552246,False,Frame Error (%)
TemporalConvNet,1800.0,4,64,frame_error,3.90281081199646,False,Frame Error (%)
TemporalConvNet,1800.0,5,64,frame_error,4.10311222076416,False,Frame Error (%)
TemporalConvNet,1800.0,1,176,frame_error,2.5735974311828613,False,Frame Error (%)
TemporalConvNet,1800.0,2,176,frame_error,2.670961618423462,False,Frame Error (%)
TemporalConvNet,1800.0,3,176,frame_error,2.4333715438842773,False,Frame Error (%)
TemporalConvNet,1800.0,4,176,frame_error,2.6967108249664418,False,Frame Error (%)
TemporalConvNet,1800.0,5,176,frame_error,2.921396493911743,False,Frame Error (%)
